Canonical ID,Seed Key,Title,Material Type,Category Key,Quantity,Unit,Condition,Source Type,Is Free,Price NIS,Owner Email,Owner Public Name,Owner Kind,Owner City,Pickup Allowed,Delivery Allowed,Description Draft,Suggested Uses,Tags,Aliases,Source File,Source Row,Source Audit ID,Original Price Raw,Pricing Resolution,Pricing Basis,Condition Basis,Availability Source,Source Note,Image Status,Source Image Ref,Extracted Image Files,Image Mapped From Source,Image Gap,Image Hosting Required,Canonicalization Confidence,Canonical Data Ready,Owner Assignment Basis
MAT-016,mat-016,Mini Limit Switch,Switch / Input Component,electronics-components,2,pieces,GOOD,WORKSHOP_SURPLUS,True,0,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Switch / Input Component listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",switch|electronics,,Graduation_Project_Parts .xlsx,17,MAT-016,FREE,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image34.jpg,materials/MAT-016_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-017,mat-017,MQ2 Gas Sensor,MQ-2 Gas Sensor,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,10,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable MQ-2 Gas Sensor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Measurement, monitoring, robotics, and smart-device prototypes.",sensor,,Graduation_Project_Parts .xlsx,18,MAT-017,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image3.jpg,materials/MAT-017_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-018,mat-018,DHT11 Temperature and Humidity Sensor,Temperature/Humidity Sensor,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,10,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Temperature/Humidity Sensor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Measurement, monitoring, robotics, and smart-device prototypes.",sensor,,Graduation_Project_Parts .xlsx,19,MAT-018,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image26.jpg,materials/MAT-018_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-019,mat-019,1 Channel Relay,Relay Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,10,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Relay Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",relay|electronics,,Graduation_Project_Parts .xlsx,20,MAT-019,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image12.jpg,materials/MAT-019_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-020,mat-020,4 Channel Relay,Relay Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,25,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Relay Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",relay|electronics,,Graduation_Project_Parts .xlsx,21,MAT-020,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image7.jpg,materials/MAT-020_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-021,mat-021,RFID PN5180 NFC Module,RFID/NFC Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,35,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable RFID/NFC Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Graduation_Project_Parts .xlsx,22,MAT-021,35,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image23.jpg,materials/MAT-021_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-022,mat-022,LCD with I2C,LCD Display,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,30,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable LCD Display listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Graduation_Project_Parts .xlsx,23,MAT-022,30,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image1.jpg,materials/MAT-022_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-023,mat-023,3.5 Inch TFT Touch Screen,TFT Display,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,90,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable TFT Display listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Graduation_Project_Parts .xlsx,24,MAT-023,90,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image25.jpg,materials/MAT-023_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-024,mat-024,Arduino UNO with cable,Arduino Uno,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,20,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Arduino Uno listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, sensor prototypes, automation, and learning projects.",arduino|microcontroller,,Graduation_Project_Parts .xlsx,25,MAT-024,20,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image30.png,materials/MAT-024_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-025,mat-025,Rotary Encoder Switch Module + Button Cap,Switch / Input Component,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Switch / Input Component listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",switch|electronics,,Graduation_Project_Parts .xlsx,26,MAT-025,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image13.jpg,materials/MAT-025_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-026,mat-026,Short Arduino Cable,USB/Data Cable,electronics-components,2,pieces,GOOD,WORKSHOP_SURPLUS,True,0,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable USB/Data Cable listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",cable|wiring,,Graduation_Project_Parts .xlsx,27,MAT-026,FREE,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image4.jpg,materials/MAT-026_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-027,mat-027,4700uF Capacitor,Capacitor,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,True,0,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Capacitor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Graduation_Project_Parts .xlsx,28,MAT-027,FREE,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image19.jpg,materials/MAT-027_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-028,mat-028,Breadboard,Breadboard,electronics-components,2,pieces,GOOD,WORKSHOP_SURPLUS,False,5,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Breadboard listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",breadboard|prototyping,,Graduation_Project_Parts .xlsx,29,MAT-028,5,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image15.jpg,materials/MAT-028_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-029,mat-029,Microphone M830,Microphone Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,65,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Microphone Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Graduation_Project_Parts .xlsx,30,MAT-029,65,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image6.jpg,materials/MAT-029_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-030,mat-030,MG996R Metal Gear Servo Motor 180°,Servo Motor,motors-mechanical,6,pieces,GOOD,WORKSHOP_SURPLUS,False,45,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Servo Motor listing prepared from documented graduation-project hardware data. Source note: جديد غير مستخدم,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics|servo,,Graduation_Project_Parts .xlsx,31,MAT-030,45,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,جديد غير مستخدم,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image9.jpg,materials/MAT-030_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-031,mat-031,12V Fan,Fan,motors-mechanical,2,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Fan listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motors_mechanical,,Graduation_Project_Parts .xlsx,32,MAT-031,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image14.jpg,materials/MAT-031_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-032,mat-032,Solenoid Electrical Lock,Solenoid / Electromagnet,motors-mechanical,1,pieces,GOOD,WORKSHOP_SURPLUS,False,40,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Solenoid / Electromagnet listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motors_mechanical,,Graduation_Project_Parts .xlsx,33,MAT-032,40,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image17.jpg,materials/MAT-032_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-033,mat-033,Power Supply 230W with cable,Power Supply,power-batteries,1,pieces,GOOD,WORKSHOP_SURPLUS,False,30,user49@impactloop.demo,ورشة الإبداع لتدوير الإلكترونيات,ORGANIZATION,قلقيلية,True,True,Reusable Power Supply listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Powering electronics, portable prototypes, charging, and voltage regulation.",power-supply|power,,Graduation_Project_Parts .xlsx,34,MAT-033,30,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image28.jpg,materials/MAT-033_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-035,mat-035,raspberry pi 4 model B 2GB RAM +case +heat sinks+adapter+sd card,Raspberry Pi,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,270,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Raspberry Pi listing prepared from documented graduation-project hardware data. Source note: امكانية استلام القطع في الأكاديمية,"Robotics, sensor prototypes, automation, and learning projects.",raspberry-pi|single-board-computer,,Hardware Components.xlsx,2,MAT-035,270,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,امكانية استلام القطع في الأكاديمية,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image6.png,materials/MAT-035_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-036,mat-036,raspberry pi camera_V2 model_+ 50cm Wire +camera case,Camera Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,160,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Camera Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Measurement, monitoring, robotics, and smart-device prototypes.",electronics_components,,Hardware Components.xlsx,3,MAT-036,160,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image13.jpg; xl/media/image20.png,materials/MAT-036_01.jpg; materials/MAT-036_02.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-037,mat-037,12v Piston valve,Pneumatic Component,motors-mechanical,1,pieces,GOOD,WORKSHOP_SURPLUS,False,65,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,False,Reusable Pneumatic Component listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",motors_mechanical,,Hardware Components.xlsx,4,MAT-037,65,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image26.png,materials/MAT-037_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-038,mat-038,air Piston + برابيش 6مم (2cm when OFF 4cm when ON),Pneumatic Component,motors-mechanical,1,pieces,GOOD,WORKSHOP_SURPLUS,False,50,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,False,Reusable Pneumatic Component listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",motors_mechanical,,Hardware Components.xlsx,5,MAT-038,50,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image10.jpg,materials/MAT-038_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-039,mat-039,12 volt PowerSupply-up to29 A+ cable,Power Supply,power-batteries,1,pieces,GOOD,WORKSHOP_SURPLUS,False,70,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Power Supply listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Powering electronics, portable prototypes, charging, and voltage regulation.",power-supply|power,,Hardware Components.xlsx,6,MAT-039,70,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image16.png,materials/MAT-039_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-040,mat-040,4chnnel relay (3 only working),Relay Module,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,25,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Relay Module listing prepared from documented graduation-project hardware data. Source note: good for RGB LEDs,"Repair, prototyping, maker projects, and practical learning builds.",relay|electronics,,Hardware Components.xlsx,7,MAT-040,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,good for RGB LEDs,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image4.png,materials/MAT-040_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-041,mat-041,speakers,Speaker,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Speaker listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware Components.xlsx,8,MAT-041,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image5.png,materials/MAT-041_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
